,Pa,D,D_true,REMSE,dist,sample,Pn
1405,0.893,22.9830 ,6.0000 ,2.1476,norm,150,0.95
1406,0.879,18.2138 ,6.0000 ,2.2720,norm,150,0.99
1407,0.309,5.8778 ,6.0000 ,-0.0554,norm,1500,0.1
1408,0.297,5.2586 ,6.0000 ,-0.0601,norm,1500,0.15
1409,0.334,5.8079 ,6.0000 ,-0.0522,norm,1500,0.2
1410,0.484,5.5907 ,6.0000 ,0.0483,norm,1500,0.25
1411,0.505,5.7542 ,6.0000 ,0.0490,norm,1500,0.3
1412,0.555,6.2336 ,6.0000 ,0.0531,norm,1500,0.35
1413,0.44,6.0183 ,6.0000 ,-0.0469,norm,1500,0.4
1414,0.535,5.6674 ,6.0000 ,0.0483,norm,1500,0.45
1415,0.58,6.2491 ,6.0000 ,0.0525,norm,1500,0.5
1416,0.629,5.9696 ,6.0000 ,0.0565,norm,1500,0.55
1417,0.733,5.6470 ,6.0000 ,0.0993,norm,1500,0.6
1418,0.764,7.3003 ,6.0000 ,0.1060,norm,1500,0.65
1419,0.81,6.2407 ,6.0000 ,0.1096,norm,1500,0.7
1420,0.795,6.3774 ,6.0000 ,0.1116,norm,1500,0.75
1421,0.767,6.5118 ,6.0000 ,0.0880,norm,1500,0.8
1422,0.863,6.8454 ,6.0000 ,0.1105,norm,1500,0.85
1423,0.871,6.8515 ,6.0000 ,0.1391,norm,1500,0.9
1424,0.911,6.5333 ,6.0000 ,0.1809,norm,1500,0.95
1425,0.921,6.6883 ,6.0000 ,0.1973,norm,1500,0.99
1426,0.199,5.6549 ,6.0000 ,-0.0581,norm,1750,0.1
1427,0.287,5.7290 ,6.0000 ,-0.0469,norm,1750,0.15
1428,0.252,5.8558 ,6.0000 ,-0.0524,norm,1750,0.2
1429,0.274,5.8627 ,6.0000 ,-0.0462,norm,1750,0.25
1430,0.333,6.0403 ,6.0000 ,-0.0449,norm,1750,0.3
1431,0.463,5.9794 ,6.0000 ,0.0521,norm,1750,0.35
1432,0.488,6.3515 ,6.0000 ,0.0499,norm,1750,0.4
1433,0.53,5.7483 ,6.0000 ,0.0559,norm,1750,0.45
1434,0.528,5.9957 ,6.0000 ,0.0574,norm,1750,0.5
1435,0.474,5.9274 ,6.0000 ,0.0486,norm,1750,0.55
1436,0.555,6.1636 ,6.0000 ,0.0535,norm,1750,0.6
1437,0.595,6.0529 ,6.0000 ,0.0592,norm,1750,0.65
1438,0.707,6.4325 ,6.0000 ,0.1136,norm,1750,0.7
1439,0.756,6.1241 ,6.0000 ,0.1184,norm,1750,0.75
1440,0.774,6.1067 ,6.0000 ,0.1198,norm,1750,0.8
1441,0.822,7.3221 ,6.0000 ,0.1270,norm,1750,0.85
1442,0.854,6.3080 ,6.0000 ,0.1222,norm,1750,0.9
1443,0.884,7.1906 ,6.0000 ,0.1536,norm,1750,0.95
1444,0.911,6.0123 ,6.0000 ,0.2037,norm,1750,0.99
1445,0.241,5.3373 ,6.0000 ,-0.1294,norm,200,0.1
1446,0.37,7.7225 ,6.0000 ,-0.1272,norm,200,0.15
1447,0.462,6.3096 ,6.0000 ,0.1712,norm,200,0.2
1448,0.523,6.2674 ,6.0000 ,0.2342,norm,200,0.25
1449,0.569,5.9056 ,6.0000 ,0.3089,norm,200,0.3
1450,0.62,5.5101 ,6.0000 ,0.3546,norm,200,0.35
1451,0.646,11.5327 ,6.0000 ,0.4485,norm,200,0.4
1452,0.674,7.7887 ,6.0000 ,0.4997,norm,200,0.45
1453,0.714,6.2888 ,6.0000 ,0.5987,norm,200,0.5
1454,0.745,15.8915 ,6.0000 ,0.7264,norm,200,0.55
1455,0.75,10.2294 ,6.0000 ,0.7517,norm,200,0.6
1456,0.761,5.6549 ,6.0000 ,0.8639,norm,200,0.65
1457,0.785,6.4742 ,6.0000 ,0.9012,norm,200,0.7
1458,0.795,10.4638 ,6.0000 ,0.9711,norm,200,0.75
1459,0.803,8.8835 ,6.0000 ,1.0622,norm,200,0.8
1460,0.815,7.8357 ,6.0000 ,1.1347,norm,200,0.85
1461,0.84,13.1072 ,6.0000 ,1.2217,norm,200,0.9
1462,0.832,10.7228 ,6.0000 ,1.3035,norm,200,0.95
1463,0.841,9.0666 ,6.0000 ,1.3887,norm,200,0.99
1464,0.183,5.6923 ,6.0000 ,-0.0587,norm,2000,0.1
1465,0.233,5.7271 ,6.0000 ,-0.0506,norm,2000,0.15
1466,0.382,5.9937 ,6.0000 ,-0.0418,norm,2000,0.2
1467,0.39,6.1887 ,6.0000 ,-0.0408,norm,2000,0.25
1468,0.343,6.4496 ,6.0000 ,-0.0446,norm,2000,0.3
1469,0.395,5.9063 ,6.0000 ,-0.0413,norm,2000,0.35
1470,0.478,5.7593 ,6.0000 ,-0.0423,norm,2000,0.4
1471,0.509,5.9937 ,6.0000 ,0.0442,norm,2000,0.45
1472,0.626,6.8098 ,6.0000 ,0.0560,norm,2000,0.5
1473,0.648,6.2172 ,6.0000 ,0.0613,norm,2000,0.55
1474,0.687,6.4099 ,6.0000 ,0.0670,norm,2000,0.6
1475,0.637,6.6064 ,6.0000 ,0.0536,norm,2000,0.65
1476,0.658,6.1565 ,6.0000 ,0.0627,norm,2000,0.7
1477,0.734,6.8222 ,6.0000 ,0.0710,norm,2000,0.75
1478,0.814,5.8855 ,6.0000 ,0.1195,norm,2000,0.8
1479,0.871,6.5649 ,6.0000 ,0.1319,norm,2000,0.85
1480,0.894,6.4007 ,6.0000 ,0.1373,norm,2000,0.9
1481,0.916,7.8072 ,6.0000 ,0.1384,norm,2000,0.95
1482,0.953,6.7676 ,6.0000 ,0.1948,norm,2000,0.99
1483,0.275,5.5729 ,6.0000 ,-0.0465,norm,2250,0.1
1484,0.329,5.9408 ,6.0000 ,-0.0440,norm,2250,0.15
1485,0.311,5.6457 ,6.0000 ,-0.0455,norm,2250,0.2
1486,0.362,5.9321 ,6.0000 ,-0.0430,norm,2250,0.25
1487,0.525,5.7877 ,6.0000 ,0.0409,norm,2250,0.3
1488,0.51,5.7680 ,6.0000 ,0.0422,norm,2250,0.35
1489,0.507,5.8529 ,6.0000 ,0.0415,norm,2250,0.4
1490,0.516,5.7475 ,6.0000 ,0.0392,norm,2250,0.45
1491,0.557,6.0198 ,6.0000 ,0.0404,norm,2250,0.5
1492,0.613,6.3789 ,6.0000 ,0.0463,norm,2250,0.55
1493,0.696,6.3512 ,6.0000 ,0.0631,norm,2250,0.6
1494,0.748,6.3970 ,6.0000 ,0.0666,norm,2250,0.65
1495,0.775,6.4625 ,6.0000 ,0.0741,norm,2250,0.7
1496,0.695,6.3588 ,6.0000 ,0.0576,norm,2250,0.75
1497,0.785,6.4251 ,6.0000 ,0.0663,norm,2250,0.8
1498,0.83,6.7284 ,6.0000 ,0.0796,norm,2250,0.85
1499,0.916,6.4387 ,6.0000 ,0.1410,norm,2250,0.9
1500,0.924,7.0833 ,6.0000 ,0.1209,norm,2250,0.95
1501,0.956,6.7224 ,6.0000 ,0.1862,norm,2250,0.99
1502,0.196,5.8118 ,6.0000 ,-0.1229,norm,250,0.1
1503,0.247,5.2701 ,6.0000 ,-0.1073,norm,250,0.15
1504,0.355,6.6145 ,6.0000 ,-0.1234,norm,250,0.2
1505,0.408,7.4623 ,6.0000 ,0.1562,norm,250,0.25
1506,0.492,6.0056 ,6.0000 ,0.2007,norm,250,0.3
1507,0.521,6.1868 ,6.0000 ,0.2391,norm,250,0.35
1508,0.534,6.0124 ,6.0000 ,0.2746,norm,250,0.4
1509,0.586,6.2277 ,6.0000 ,0.3464,norm,250,0.45
1510,0.64,8.0124 ,6.0000 ,0.3882,norm,250,0.5
1511,0.635,8.6556 ,6.0000 ,0.4553,norm,250,0.55
1512,0.651,8.7466 ,6.0000 ,0.5053,norm,250,0.6
1513,0.693,7.7092 ,6.0000 ,0.5377,norm,250,0.65
1514,0.717,13.4342 ,6.0000 ,0.6342,norm,250,0.7
1515,0.716,12.6609 ,6.0000 ,0.6974,norm,250,0.75
1516,0.722,9.3036 ,6.0000 ,0.7176,norm,250,0.8
1517,0.724,9.6559 ,6.0000 ,0.7693,norm,250,0.85
1518,0.774,11.7093 ,6.0000 ,0.8430,norm,250,0.9
1519,0.762,9.4352 ,6.0000 ,0.8926,norm,250,0.95
1520,0.792,14.6977 ,6.0000 ,0.9280,norm,250,0.99
1521,0.183,5.7159 ,6.0000 ,-0.0518,norm,2500,0.1
1522,0.295,6.0044 ,6.0000 ,-0.0404,norm,2500,0.15
1523,0.312,5.9184 ,6.0000 ,-0.0381,norm,2500,0.2
1524,0.289,5.7322 ,6.0000 ,-0.0426,norm,2500,0.25
1525,0.337,5.8378 ,6.0000 ,-0.0403,norm,2500,0.3
1526,0.38,6.0645 ,6.0000 ,-0.0393,norm,2500,0.35
1527,0.499,6.2184 ,6.0000 ,0.0422,norm,2500,0.4
1528,0.488,6.2640 ,6.0000 ,0.0422,norm,2500,0.45
1529,0.544,6.1878 ,6.0000 ,0.0461,norm,2500,0.5
1530,0.492,5.9513 ,6.0000 ,0.0413,norm,2500,0.55
1531,0.556,6.0133 ,6.0000 ,0.0454,norm,2500,0.6
1532,0.603,6.3230 ,6.0000 ,0.0507,norm,2500,0.65
1533,0.709,6.5819 ,6.0000 ,0.0738,norm,2500,0.7
1534,0.776,6.2920 ,6.0000 ,0.0760,norm,2500,0.75
1535,0.768,6.5755 ,6.0000 ,0.0797,norm,2500,0.8
1536,0.749,6.2233 ,6.0000 ,0.0717,norm,2500,0.85
1537,0.837,6.3045 ,6.0000 ,0.0902,norm,2500,0.9
1538,0.938,6.5639 ,6.0000 ,0.1518,norm,2500,0.95
1539,0.963,6.5587 ,6.0000 ,0.1784,norm,2500,0.99
1540,0.135,5.8235 ,6.0000 ,-0.1208,norm,300,0.1
1541,0.235,5.3019 ,6.0000 ,-0.1006,norm,300,0.15
1542,0.275,6.7596 ,6.0000 ,-0.1038,norm,300,0.2
1543,0.333,5.5967 ,6.0000 ,-0.1117,norm,300,0.25
1544,0.38,6.5416 ,6.0000 ,0.1341,norm,300,0.3
1545,0.428,5.6050 ,6.0000 ,0.1717,norm,300,0.35
1546,0.466,6.0865 ,6.0000 ,0.2031,norm,300,0.4
1547,0.531,5.5786 ,6.0000 ,0.2393,norm,300,0.45
1548,0.54,10.5811 ,6.0000 ,0.2885,norm,300,0.5
1549,0.555,5.7458 ,6.0000 ,0.3242,norm,300,0.55
1550,0.639,7.2770 ,6.0000 ,0.3724,norm,300,0.6
1551,0.642,7.7426 ,6.0000 ,0.4220,norm,300,0.65
1552,0.685,6.2627 ,6.0000 ,0.4669,norm,300,0.7
1553,0.684,6.6790 ,6.0000 ,0.4956,norm,300,0.75
1554,0.693,9.2405 ,6.0000 ,0.5410,norm,300,0.8
1555,0.728,11.1768 ,6.0000 ,0.5765,norm,300,0.85
1556,0.698,8.9770 ,6.0000 ,0.6356,norm,300,0.9
1557,0.734,13.1882 ,6.0000 ,0.6777,norm,300,0.95
1558,0.752,7.3204 ,6.0000 ,0.7360,norm,300,0.99
1559,0.112,5.5841 ,6.0000 ,-0.1110,norm,350,0.1
1560,0.161,6.0412 ,6.0000 ,-0.1029,norm,350,0.15
1561,0.219,5.9282 ,6.0000 ,-0.0905,norm,350,0.2
1562,0.261,5.8114 ,6.0000 ,-0.0897,norm,350,0.25
1563,0.298,5.7606 ,6.0000 ,0.1090,norm,350,0.3
1564,0.37,5.6544 ,6.0000 ,0.1289,norm,350,0.35
1565,0.402,7.2112 ,6.0000 ,0.1518,norm,350,0.4
1566,0.453,5.4454 ,6.0000 ,0.1909,norm,350,0.45
1567,0.48,6.3746 ,6.0000 ,0.2225,norm,350,0.5
1568,0.5,7.0970 ,6.0000 ,0.2514,norm,350,0.55
1569,0.557,8.7148 ,6.0000 ,0.3049,norm,350,0.6
1570,0.585,9.1955 ,6.0000 ,0.3215,norm,350,0.65
1571,0.603,6.9215 ,6.0000 ,0.3568,norm,350,0.7
1572,0.589,7.3589 ,6.0000 ,0.3901,norm,350,0.75
1573,0.598,9.5286 ,6.0000 ,0.4126,norm,350,0.8
1574,0.608,9.0330 ,6.0000 ,0.4519,norm,350,0.85
1575,0.674,9.5327 ,6.0000 ,0.4924,norm,350,0.9
1576,0.666,9.8196 ,6.0000 ,0.5420,norm,350,0.95
1577,0.724,6.2609 ,6.0000 ,0.5682,norm,350,0.99
1578,0.265,6.1905 ,6.0000 ,-0.1064,norm,400,0.1
1579,0.336,6.3009 ,6.0000 ,-0.0972,norm,400,0.15
1580,0.412,5.6874 ,6.0000 ,-0.0854,norm,400,0.2
1581,0.462,5.6371 ,6.0000 ,-0.0862,norm,400,0.25
1582,0.509,6.6265 ,6.0000 ,-0.0899,norm,400,0.3
1583,0.549,6.5410 ,6.0000 ,0.1036,norm,400,0.35
1584,0.605,5.2115 ,6.0000 ,0.1219,norm,400,0.4
1585,0.63,6.6836 ,6.0000 ,0.1504,norm,400,0.45
1586,0.664,6.7749 ,6.0000 ,0.1831,norm,400,0.5
1587,0.721,6.4934 ,6.0000 ,0.2091,norm,400,0.55
1588,0.701,6.7376 ,6.0000 ,0.2334,norm,400,0.6
1589,0.737,6.7520 ,6.0000 ,0.2714,norm,400,0.65
1590,0.786,5.5005 ,6.0000 ,0.2922,norm,400,0.7
1591,0.756,6.5863 ,6.0000 ,0.3177,norm,400,0.75
1592,0.782,9.1016 ,6.0000 ,0.3527,norm,400,0.8
1593,0.798,6.8887 ,6.0000 ,0.3762,norm,400,0.85
1594,0.803,9.7896 ,6.0000 ,0.4227,norm,400,0.9
1595,0.836,14.7237 ,6.0000 ,0.4478,norm,400,0.95
1596,0.813,6.7969 ,6.0000 ,0.4751,norm,400,0.99
1597,0.324,5.7951 ,6.0000 ,-0.0809,norm,450,0.1
1598,0.289,5.3843 ,6.0000 ,-0.0950,norm,450,0.15
1599,0.381,5.4997 ,6.0000 ,-0.0828,norm,450,0.2
1600,0.415,6.0121 ,6.0000 ,-0.0835,norm,450,0.25
1601,0.432,6.5372 ,6.0000 ,-0.0793,norm,450,0.3
1602,0.505,5.9249 ,6.0000 ,0.0927,norm,450,0.35
1603,0.548,6.4192 ,6.0000 ,0.1009,norm,450,0.4
1604,0.574,7.0567 ,6.0000 ,0.1264,norm,450,0.45
1605,0.66,5.1226 ,6.0000 ,0.1434,norm,450,0.5
1606,0.686,7.6261 ,6.0000 ,0.1795,norm,450,0.55
1607,0.707,5.5165 ,6.0000 ,0.2011,norm,450,0.6
1608,0.72,6.6520 ,6.0000 ,0.2226,norm,450,0.65
1609,0.754,9.8210 ,6.0000 ,0.2454,norm,450,0.7
1610,0.732,6.4505 ,6.0000 ,0.2680,norm,450,0.75
1611,0.755,6.7986 ,6.0000 ,0.2867,norm,450,0.8
1612,0.805,7.4028 ,6.0000 ,0.3266,norm,450,0.85
1613,0.799,9.1766 ,6.0000 ,0.3669,norm,450,0.9
1614,0.805,6.2134 ,6.0000 ,0.3705,norm,450,0.95
1615,0.791,5.8234 ,6.0000 ,0.3966,norm,450,0.99
1616,0.856,16.3209 ,6.0000 ,1.6607,norm,50,0.1
1617,0.917,19.7532 ,6.0000 ,2.6707,norm,50,0.15
1618,0.912,28.2514 ,6.0000 ,3.6441,norm,50,0.2
1619,0.917,13.5507 ,6.0000 ,4.5644,norm,50,0.25
1620,0.943,22.4881 ,6.0000 ,5.5301,norm,50,0.3
1621,0.946,31.8210 ,6.0000 ,6.5945,norm,50,0.35
1622,0.971,18.0340 ,6.0000 ,7.4389,norm,50,0.4
1623,0.969,116.9328 ,6.0000 ,8.9630,norm,50,0.45
1624,0.972,49.2940 ,6.0000 ,9.7525,norm,50,0.5
1625,0.974,16.5894 ,6.0000 ,11.0135,norm,50,0.55
1626,0.981,19.6322 ,6.0000 ,11.5651,norm,50,0.6
1627,0.98,184.2512 ,6.0000 ,12.4815,norm,50,0.65
1628,0.986,28.7248 ,6.0000 ,13.1928,norm,50,0.7
1629,0.972,123.9825 ,6.0000 ,14.3814,norm,50,0.75
1630,0.983,85.6657 ,6.0000 ,16.0135,norm,50,0.8
1631,0.972,54.2003 ,6.0000 ,16.0032,norm,50,0.85
1632,0.98,130.2895 ,6.0000 ,17.4589,norm,50,0.9
1633,0.98,99.9201 ,6.0000 ,18.7161,norm,50,0.95
1634,0.979,147.9104 ,6.0000 ,19.1903,norm,50,0.99
1635,0.304,5.6796 ,6.0000 ,-0.0782,norm,500,0.1
1636,0.37,5.5259 ,6.0000 ,-0.0790,norm,500,0.15
1637,0.313,5.6761 ,6.0000 ,-0.0842,norm,500,0.2
1638,0.397,5.6317 ,6.0000 ,-0.0768,norm,500,0.25
1639,0.426,5.4255 ,6.0000 ,-0.0757,norm,500,0.3
1640,0.478,5.7257 ,6.0000 ,0.0841,norm,500,0.35
1641,0.502,5.6817 ,6.0000 ,0.0868,norm,500,0.4
1642,0.56,6.7901 ,6.0000 ,0.1091,norm,500,0.45
1643,0.634,6.3953 ,6.0000 ,0.1247,norm,500,0.5
1644,0.621,6.9167 ,6.0000 ,0.1456,norm,500,0.55
1645,0.664,5.8298 ,6.0000 ,0.1655,norm,500,0.6
1646,0.666,7.2570 ,6.0000 ,0.1891,norm,500,0.65
1647,0.707,6.1048 ,6.0000 ,0.2122,norm,500,0.7
1648,0.714,7.3147 ,6.0000 ,0.2380,norm,500,0.75
1649,0.744,5.8537 ,6.0000 ,0.2570,norm,500,0.8
1650,0.739,7.9891 ,6.0000 ,0.2858,norm,500,0.85
1651,0.768,9.3114 ,6.0000 ,0.3212,norm,500,0.9
1652,0.788,6.6380 ,6.0000 ,0.3507,norm,500,0.95
1653,0.793,6.6663 ,6.0000 ,0.3484,norm,500,0.99
1654,0.252,7.0666 ,6.0000 ,-0.0751,norm,600,0.1
1655,0.28,5.7362 ,6.0000 ,-0.0741,norm,600,0.15
1656,0.353,5.8174 ,6.0000 ,0.0755,norm,600,0.2
1657,0.314,5.1271 ,6.0000 ,-0.0749,norm,600,0.25
1658,0.351,5.4663 ,6.0000 ,-0.0695,norm,600,0.3
1659,0.432,6.7729 ,6.0000 ,-0.0725,norm,600,0.35
1660,0.447,6.5702 ,6.0000 ,0.0757,norm,600,0.4
1661,0.497,5.8314 ,6.0000 ,0.0868,norm,600,0.45
1662,0.51,6.1702 ,6.0000 ,0.0960,norm,600,0.5
1663,0.563,7.0821 ,6.0000 ,0.1170,norm,600,0.55
1664,0.576,5.8414 ,6.0000 ,0.1314,norm,600,0.6
1665,0.613,7.7426 ,6.0000 ,0.1481,norm,600,0.65
1666,0.661,5.9629 ,6.0000 ,0.1705,norm,600,0.7
1667,0.669,6.7596 ,6.0000 ,0.1976,norm,600,0.75
1668,0.685,6.5665 ,6.0000 ,0.2125,norm,600,0.8
1669,0.717,7.6001 ,6.0000 ,0.2428,norm,600,0.85
1670,0.703,7.9231 ,6.0000 ,0.2595,norm,600,0.9
1671,0.768,6.4922 ,6.0000 ,0.2778,norm,600,0.95
1672,0.762,5.9677 ,6.0000 ,0.3062,norm,600,0.99
1673,0.169,5.1686 ,6.0000 ,-0.0823,norm,700,0.1
1674,0.248,5.7539 ,6.0000 ,0.0697,norm,700,0.15
1675,0.309,6.1653 ,6.0000 ,0.0749,norm,700,0.2
1676,0.324,6.0686 ,6.0000 ,0.0776,norm,700,0.25
1677,0.253,5.8984 ,6.0000 ,-0.0682,norm,700,0.3
1678,0.329,5.6705 ,6.0000 ,-0.0659,norm,700,0.35
1679,0.399,6.1028 ,6.0000 ,0.0681,norm,700,0.4
1680,0.421,6.0288 ,6.0000 ,0.0726,norm,700,0.45
1681,0.458,6.1056 ,6.0000 ,0.0782,norm,700,0.5
1682,0.486,6.3059 ,6.0000 ,0.0925,norm,700,0.55
1683,0.529,6.0865 ,6.0000 ,0.1056,norm,700,0.6
1684,0.595,7.0631 ,6.0000 ,0.1290,norm,700,0.65
1685,0.605,5.7376 ,6.0000 ,0.1521,norm,700,0.7
1686,0.619,6.7173 ,6.0000 ,0.1606,norm,700,0.75
1687,0.643,7.5365 ,6.0000 ,0.1897,norm,700,0.8
1688,0.664,6.5304 ,6.0000 ,0.2018,norm,700,0.85
1689,0.717,6.5618 ,6.0000 ,0.2288,norm,700,0.9
1690,0.721,6.9559 ,6.0000 ,0.2460,norm,700,0.95
1691,0.719,7.2664 ,6.0000 ,0.2609,norm,700,0.99
1692,0.717,7.6122 ,6.0000 ,0.6661,norm,75,0.1
1693,0.809,9.7358 ,6.0000 ,1.0380,norm,75,0.15
1694,0.836,15.3741 ,6.0000 ,1.4738,norm,75,0.2
1695,0.887,13.8683 ,6.0000 ,1.9648,norm,75,0.25
1696,0.901,30.7429 ,6.0000 ,2.4484,norm,75,0.3
1697,0.904,26.2041 ,6.0000 ,2.8378,norm,75,0.35
1698,0.923,19.3132 ,6.0000 ,3.1857,norm,75,0.4
1699,0.949,20.3686 ,6.0000 ,3.6715,norm,75,0.45
1700,0.941,10.4792 ,6.0000 ,4.3097,norm,75,0.5
1701,0.919,12.9445 ,6.0000 ,4.5342,norm,75,0.55
1702,0.942,47.1557 ,6.0000 ,5.1221,norm,75,0.6
1703,0.955,39.5458 ,6.0000 ,5.3060,norm,75,0.65
1704,0.949,56.6023 ,6.0000 ,6.0420,norm,75,0.7
1705,0.956,8.9417 ,6.0000 ,6.2644,norm,75,0.75
1706,0.958,84.5010 ,6.0000 ,6.9549,norm,75,0.8
1707,0.96,37.9139 ,6.0000 ,7.2564,norm,75,0.85
1708,0.965,66.6208 ,6.0000 ,7.6765,norm,75,0.9
1709,0.958,60.4890 ,6.0000 ,8.1644,norm,75,0.95
1710,0.955,17.1020 ,6.0000 ,8.7176,norm,75,0.99
1711,0.226,5.9889 ,6.0000 ,-0.0832,norm,800,0.1
1712,0.318,5.6334 ,6.0000 ,-0.0763,norm,800,0.15
1713,0.438,6.5978 ,6.0000 ,0.0733,norm,800,0.2
1714,0.469,5.5094 ,6.0000 ,0.0715,norm,800,0.25
1715,0.547,5.3854 ,6.0000 ,0.0788,norm,800,0.3
1716,0.574,6.0831 ,6.0000 ,0.0796,norm,800,0.35
1717,0.532,6.2816 ,6.0000 ,-0.0644,norm,800,0.4
1718,0.544,6.2142 ,6.0000 ,0.0664,norm,800,0.45
1719,0.628,5.7761 ,6.0000 ,0.0766,norm,800,0.5
1720,0.671,6.6030 ,6.0000 ,0.0797,norm,800,0.55
1721,0.668,5.8971 ,6.0000 ,0.0959,norm,800,0.6
1722,0.701,5.8487 ,6.0000 ,0.1126,norm,800,0.65
1723,0.726,6.2502 ,6.0000 ,0.1292,norm,800,0.7
1724,0.748,7.1067 ,6.0000 ,0.1371,norm,800,0.75
1725,0.782,8.3324 ,6.0000 ,0.1690,norm,800,0.8
1726,0.798,6.0469 ,6.0000 ,0.1865,norm,800,0.85
1727,0.834,7.0296 ,6.0000 ,0.1973,norm,800,0.9
1728,0.834,8.1390 ,6.0000 ,0.2312,norm,800,0.95
1729,0.842,7.6088 ,6.0000 ,0.2377,norm,800,0.99
1730,0.172,5.5105 ,6.0000 ,-0.0807,norm,900,0.1
1731,0.257,5.7803 ,6.0000 ,-0.0718,norm,900,0.15
1732,0.305,5.7979 ,6.0000 ,-0.0640,norm,900,0.2
1733,0.427,6.0831 ,6.0000 ,0.0742,norm,900,0.25
1734,0.434,5.9957 ,6.0000 ,0.0735,norm,900,0.3
1735,0.498,6.4398 ,6.0000 ,0.0802,norm,900,0.35
1736,0.528,7.2402 ,6.0000 ,0.0829,norm,900,0.4
1737,0.461,5.8722 ,6.0000 ,0.0606,norm,900,0.45
1738,0.516,6.2687 ,6.0000 ,0.0652,norm,900,0.5
1739,0.587,5.6947 ,6.0000 ,0.0720,norm,900,0.55
1740,0.612,6.0578 ,6.0000 ,0.0833,norm,900,0.6
1741,0.673,7.2353 ,6.0000 ,0.0991,norm,900,0.65
1742,0.685,6.3714 ,6.0000 ,0.1122,norm,900,0.7
1743,0.725,6.2928 ,6.0000 ,0.1293,norm,900,0.75
1744,0.749,6.8196 ,6.0000 ,0.1496,norm,900,0.8
1745,0.782,6.7406 ,6.0000 ,0.1700,norm,900,0.85
1746,0.794,6.4301 ,6.0000 ,0.1927,norm,900,0.9
1747,0.816,6.3261 ,6.0000 ,0.2148,norm,900,0.95
1748,0.83,6.5949 ,6.0000 ,0.2285,norm,900,0.99
1749,0.514,22.6109 ,13.2404 ,0.7716,t,100,0.1
1750,0.619,12.5695 ,13.2404 ,1.1716,t,100,0.15
1751,0.669,60.0720 ,13.2404 ,1.7388,t,100,0.2
1752,0.764,73.1499 ,13.2404 ,2.2810,t,100,0.25
1753,0.786,43.3798 ,13.2404 ,2.7711,t,100,0.3
1754,0.806,13.4558 ,13.2404 ,3.7309,t,100,0.35
1755,0.822,49.6270 ,13.2404 ,3.6123,t,100,0.4
1756,0.829,36.0098 ,13.2404 ,4.3307,t,100,0.45
1757,0.853,31.2064 ,13.2404 ,4.2604,t,100,0.5
1758,0.866,38.4244 ,13.2404 ,5.2979,t,100,0.55
1759,0.835,42.7386 ,13.2404 ,6.2411,t,100,0.6
1760,0.888,56.1053 ,13.2404 ,6.5819,t,100,0.65
1761,0.888,229.9109 ,13.2404 ,7.2299,t,100,0.7
1762,0.897,63.5790 ,13.2404 ,7.9263,t,100,0.75
1763,0.911,130.5534 ,13.2404 ,8.1572,t,100,0.8
1764,0.895,103.6230 ,13.2404 ,8.4898,t,100,0.85
1765,0.916,162.7822 ,13.2404 ,8.9757,t,100,0.9
1766,0.909,119.7969 ,13.2404 ,9.7631,t,100,0.95
1767,0.926,9.8093 ,13.2404 ,10.1815,t,100,0.99
1768,0.222,12.1778 ,13.2404 ,-0.1581,t,1000,0.1
1769,0.195,10.6259 ,13.2404 ,-0.1621,t,1000,0.15
1770,0.265,9.5808 ,13.2404 ,-0.1509,t,1000,0.2
1771,0.31,10.1753 ,13.2404 ,-0.1529,t,1000,0.25
1772,0.385,14.0720 ,13.2404 ,0.4010,t,1000,0.3
1773,0.451,15.1419 ,13.2404 ,0.4227,t,1000,0.35
1774,0.502,15.9984 ,13.2404 ,0.4758,t,1000,0.4
1775,0.536,14.9183 ,13.2404 ,0.4825,t,1000,0.45
1776,0.541,17.6447 ,13.2404 ,0.4537,t,1000,0.5
1777,0.54,12.8377 ,13.2404 ,0.2284,t,1000,0.55
1778,0.599,20.7342 ,13.2404 ,0.2879,t,1000,0.6
1779,0.652,16.0958 ,13.2404 ,0.3823,t,1000,0.65
1780,0.645,24.4405 ,13.2404 ,0.4408,t,1000,0.7
1781,0.691,19.6253 ,13.2404 ,0.5672,t,1000,0.75
1782,0.727,14.7218 ,13.2404 ,0.6397,t,1000,0.8
1783,0.754,17.8350 ,13.2404 ,0.7040,t,1000,0.85
1784,0.74,23.9189 ,13.2404 ,0.8209,t,1000,0.9
1785,0.779,31.0356 ,13.2404 ,0.9177,t,1000,0.95
1786,0.783,15.5338 ,13.2404 ,1.0012,t,1000,0.99
1787,0.435,9.9871 ,13.2404 ,0.4984,t,125,0.1
1788,0.564,17.0108 ,13.2404 ,0.9426,t,125,0.15
1789,0.603,8.8297 ,13.2404 ,1.3523,t,125,0.2
1790,0.666,12.2743 ,13.2404 ,1.7962,t,125,0.25
1791,0.711,25.4538 ,13.2404 ,1.8698,t,125,0.3
1792,0.725,36.4912 ,13.2404 ,2.5372,t,125,0.35
1793,0.739,29.7012 ,13.2404 ,2.4814,t,125,0.4
1794,0.768,51.2178 ,13.2404 ,3.0424,t,125,0.45
1795,0.779,18.0932 ,13.2404 ,3.1779,t,125,0.5
1796,0.808,16.7294 ,13.2404 ,4.0290,t,125,0.55
1797,0.817,96.1360 ,13.2404 ,3.7866,t,125,0.6
1798,0.827,49.2615 ,13.2404 ,4.6227,t,125,0.65
1799,0.868,30.8842 ,13.2404 ,4.8714,t,125,0.7
